4.538920,0.655728,0.000000,0.000000,-0.999593,0.028520
3.062772,0.593874,0.000000,0.000000,0.910119,0.414348
2.165340,1.482000,0.000000,0.000000,-0.999970,0.007720
0.192409,1.440922,0.000000,0.000000,-0.997943,0.064111
-1.527346,1.589242,0.000000,0.000000,-0.972198,0.234159
-3.062131,1.378851,0.000000,0.000000,-0.700840,0.713319
-3.066174,-1.255008,0.000000,0.000000,-0.702338,0.711844
-2.944091,-3.132130,0.000000,0.000000,0.006141,0.999981
-1.019803,-3.146368,0.000000,0.000000,0.731481,0.681862
-1.003007,-2.406443,0.000000,0.000000,0.007732,0.999970
3.019179,-2.538986,0.000000,0.000000,0.037657,0.999291
5.386744,-2.535912,0.000000,0.000000,0.728644,0.684892
4.176290,-0.644197,0.000000,0.000000,-0.999594,0.028510
1.368885,-0.587415,0.000000,0.000000,0.999802,0.019910
